firm,year,quarter,ROA,NPM,TATO,ITO,DAR,QR,FCF_TA,ICR,has_debt,SIZE,ROA_lag1,ROA_lag4,REV_GROWTH_YOY,revenue_zero_flag,revenue_negative_flag,op_gt_rev_flag,bs_error,bs_error_flag,bs_severe_flag,qr_issue_flag,target,ROA_next
API,2014,1,0.0002842708347453,,0.00037966432464123755,0.00047895705874661794,0.4938842992638313,0.7931092969838548,-0.011086607328603,-1.7644616607640649,1,27.03200614142511,0.049378469589834474,0.0043117893172948,,1,0,0,3.640649701205098e-05,0,0,0,0,-0.0062873664552588
API,2014,2,-0.0062873664552588,-1.8802629763033991,0.0021221617658386,0.1515268964085461,0.5036530690092937,0.710797845706361,-0.0405431788912932,-4.45772188753272,1,27.0389281107754,0.0002842708347453,0.0066029049431662,,0,0,0,3.6157544507031714e-05,0,0,0,1,0.0047825587548535
API,2014,3,0.0047825587548535,,0.00037966432464123755,0.00047895705874661794,0.5225278042665455,0.7183314446772976,0.0141950107582231,8.587974762855586,1,27.087540735096383,-0.0062873664552588,0.0046968570251354,-0.9751086662372507,1,0,1,3.443979249365397e-05,0,0,0,1,0.0116296420039484
API,2014,4,0.0116296420039484,2.4229607078490667,0.0047997650008416,0.27717439685756917,0.5432155760304811,0.7713640676208554,-0.0340731073786815,211.16720029577573,1,27.156780594418425,0.0047825587548535,0.049378469589834474,,0,0,1,3.213586817862765e-05,0,0,0,1,0.0392801938273221
API,2015,1,0.0392801938273221,,0.00037966432464123755,0.00047895705874661794,0.5083090186690499,1.1519345531007887,0.0587399216596423,840.2652443437594,1,27.442976312315952,0.0116296420039484,0.0002842708347453,,1,0,1,2.4159491407349535e-05,0,0,0,1,0.0282942251900218
API,2015,2,0.0282942251900218,3.281683797064347,0.00037966432464123755,0.030254395992697143,0.2985744425516655,2.605669118668108,-0.1063902609168351,840.2652443437594,1,27.130826381990182,0.0392801938273221,-0.0062873664552588,-0.8485106351194698,0,0,1,3.299970737650246e-05,0,0,0,1,0.0072380486462689
API,2015,3,0.0072380486462689,3.281683797064347,0.00037966432464123755,0.00047895705874661794,0.4259834371333024,1.798356115001865,-0.0609097758330442,840.2652443437594,1,27.32034112923431,0.0282942251900218,0.0047825587548535,,0,0,1,2.7302654907031726e-05,0,0,0,0,-0.0769365523490026
API,2015,4,-0.010617901786715412,-1.8802629763033991,0.00327459289988,1.223219963799712,0.4530677475066716,1.6337180873011277,0.13255709573697985,-10.147812111353588,1,27.260633994707668,0.0072380486462689,0.0116296420039484,-0.1928131523711983,0,0,0,0.0,0,0,0,0,0.000791030311383
API,2016,1,0.000791030311383,0.0262648483515391,0.0301174520711338,7.865658251201654,0.5513691442301495,1.3758341250805364,0.0899830888950394,11.832623247870051,1,27.45843377677401,-0.010617901786715412,0.0392801938273221,,0,0,0,0.0,0,0,0,0,0.0011657958963847
API,2016,2,0.0011657958963847,0.0525203625130529,0.0221970268406848,4.503255540436048,0.3758502587983919,2.0451193034644723,-0.1352638061248168,7.007142512282376,1,27.13054244006236,0.000791030311383,0.0282942251900218,16.932395210696967,0,0,0,0.0,0,0,0,0,-0.0019626585513394
API,2016,3,-0.0019626585513394,-0.2358622220179811,0.0083212077565768,2.9308722216130545,0.4455973678685136,1.5225971773767453,-0.1352638061248168,-4.29279788723642,1,27.246651777711865,0.0011657958963847,0.0072380486462689,16.932395210696967,0,0,0,0.0,0,0,0,0,-0.0022533820651956
API,2016,4,-0.0022533820651956,-0.3034055242529924,0.0074269645246034,2.7640110318690976,0.4816130613616803,1.2382539860249742,0.0207261544688822,-2.9558500421951304,1,27.31291373413504,-0.0019626585513394,-0.010617901786715412,1.24413927001878,0,0,0,0.0,0,0,0,1,0.0368340048351816
API,2017,1,0.0368340048351816,0.3597044964164921,0.102400735053733,15.678345617609526,0.521322757043272,1.239445097070368,0.1165175607003328,88.09810762393711,1,27.45674598453361,-0.0022533820651956,0.000791030311383,2.4791435385399536,0,0,0,0.0,0,0,0,0,-0.0056362346769973
API,2017,2,-0.0056362346769973,-0.5079502438369841,0.0110960369551592,3.7031260524520055,0.6333760236284075,0.9845439448823256,0.0623599007984009,0.6824506921611541,1,27.70987426109245,0.0368340048351816,0.0011657958963847,-0.3363097260097617,0,0,0,0.0,0,0,0,1,0.0099468676455762
API,2017,3,0.0099468676455762,0.3122332190559206,0.0318571729031651,9.63719447378913,0.6845629653526694,0.8160601862540923,0.0762121726456275,27.28667099495607,1,27.886827086968385,-0.0056362346769973,-0.0019626585513394,6.059918014127122,0,0,0,0.0,0,0,0,1,0.0164261776680023
API,2017,4,0.0164261776680023,0.1555014799717288,0.1056335777060687,15.678345617609526,0.6934255391246776,0.7636122969677289,-0.0070129584623632,75.69407891300672,1,27.966246463079653,0.0099468676455762,-0.0022533820651956,16.932395210696967,0,0,0,0.0,0,0,0,0,0.0063930618272744
API,2018,1,0.0063930618272744,0.130094207200427,0.0491417870545545,0.16999890821819374,0.7123093402270781,0.7027520261754463,-0.0856791838151963,30.05179664031975,1,28.051754272948497,0.0164261776680023,0.0368340048351816,-0.1056729274619725,0,0,0,0.0,0,0,0,1,0.0187972184319239
API,2018,2,0.0187972184319239,0.1222083069491213,0.153812935480317,0.3013880504845151,0.6497948171070442,0.817701114498452,-0.0563295458866971,127.72323208660029,1,27.92569036810399,0.0063930618272744,-0.0056362346769973,16.932395210696967,0,0,0,0.0,0,0,0,1,0.0165938051655977
